,class_names,class_names_transformed,taxonid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
65,caprodon_longimanus,Caprodon longimanus,69584359,Caprodon longimanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ANTHIADIDAE,Caprodon,Pink Maomao,"(Günther, 1859)",2016,2015-03-10,LC,None,Unknown,True,False,False,"Williams, J.T., Carpenter, K.E., Lawrence, A. & Myers, R.","Ralph, G. & Linardich, C.",None,None,None,None,1,400,None,None,None,None
66,caprodon_schlegelii,Caprodon schlegelii,69584395,Caprodon schlegelii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ANTHIADIDAE,Caprodon,Sunrise Perch,"(Günther, 1859)",2016,2015-03-10,LC,None,Unknown,True,False,False,"Williams, J.T., Carpenter, K.E., Lawrence, A. & Myers, R.","Ralph, G. & Linardich, C.",None,None,None,None,60,302,None,None,None,None
67,carangoides_caeruleopinnatus,Carangoides caeruleopinnatus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,carangoides_chrysophrys,Carangoides chrysophrys,20257324,Carangoides chrysophrys,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Longnose Trevally,"(Cuvier, 1833)",2016,2015-03-06,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,30,90,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
69,carangoides_equula,Carangoides equula,20429448,Carangoides equula,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Whitefin Trevally,"(Temminck &amp; Schlegel, 1844)",2016,2015-03-06,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,64,452,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
70,carangoides_ferdau,Carangoides ferdau,20429455,Carangoides ferdau,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Blue Trevally,"(Forsskål, 1775)",2016,2015-03-09,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,1,60,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
71,carangoides_fulvoguttatus,Carangoides fulvoguttatus,20429462,Carangoides fulvoguttatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Yellowspotted Trevally,"(Forsskål, 1775)",2016,2015-03-09,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,0.100000001490116,100,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
72,carangoides_hedlandensis,Carangoides hedlandensis,20429787,Carangoides hedlandensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Bumpnose Trevallyt,"(Whitley, 1934)",2016,2015-03-09,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,0.100000001490116,40,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
73,carangoides_malabaricus,Carangoides malabaricus,20429800,Carangoides malabaricus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Malabar Trevally,"(Bloch &amp; Schneider, 1801)",2016,2015-03-09,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,20,140,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
74,carangoides_orthogrammus,Carangoides orthogrammus,20429869,Carangoides orthogrammus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Island Trevally,"(Jordan &amp; Gilbert, 1882)",2016,2015-03-09,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,3,168,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
75,carangoides_plagiotaenia,Carangoides plagiotaenia,20429950,Carangoides plagiotaenia,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Barcheek Trevally,"Bleeker, 1857",2016,2015-03-09,LC,None,Stable,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,2,200,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
76,caranx_ignobilis,Caranx ignobilis,20430651,Caranx ignobilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,Giant Trevally,"(Forsskål, 1775)",2016,2015-03-09,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,10,188,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
77,caranx_lugubris,Caranx lugubris,16431757,Caranx lugubris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,Black Jack,"Poey, 1860",2015,2012-08-20,LC,None,Stable,True,False,False,"Smith-Vaniz, W.F., Williams, J.T., Pina Amargos, F., Curtis, M. & Brown, J.","Cox, N.A.",None,None,None,None,3,380,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
78,caranx_melampygus,Caranx melampygus,20430679,Caranx melampygus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,Bluefin Trevally,"Cuvier, 1833",2016,2015-03-09,LC,None,Unknown,True,False,False,"Smith-Vaniz, W.F. & Williams, I.","Ralph, G., Harvey, M. & Buchanan, J.",None,None,None,None,1,190,True,This errata assessment has been created because the map was accidentally left out of the version published previously.,None,None
79,caranx_sexfasciatus,Caranx sexfasciatus,155130,Caranx sexfasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,Bigeye Trevally,"Quoy &amp; Gaimard, 1825",2019,2018-12-13,LC,None,Decreasing,True,True,False,"Dominici-Arosemena, A., Larson, H., Robertson, R., Smith-Vaniz, W.F. & Daniels, A.","Lyons, T.J.",None,None,None,None,0,146,None,None,None,None
80,carcharhinus_albimarginatus,Carcharhinus albimarginatus,161526,Carcharhinus albimarginatus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Silvertip Shark,"(Rüppell, 1837)",2021,2015-02-17,VU,A2bd,Decreasing,True,False,False,"Espinoza, M., González-Medina, E., Dulvy, N.K. & Pillans, R.D.","Lawson, J. & Simpfendorfer, C.",None,None,None,None,0,800,None,None,True,This amended assessment was created to update the distribution map for this species; the Caribbean has been removed from the distribution for this speices.
81,carcharhinus_amblyrhynchos,Carcharhinus amblyrhynchos,39365,Carcharhinus amblyrhynchos,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Grey Reef Shark,"(Bleeker, 1856)",2020,2020-07-03,EN,A2bcd,Decreasing,True,False,False,"Simpfendorfer, C., Fahmi, Bin Ali, A.,  , D., Utzurrum, J.A.T., Seyha, L., Maung, A., Bineesh, K.K., Yuneni, R.R., Sianipar, A., Haque, A.B., Tanay, D., Gautama, D.A. & Vo, V.Q.","Dulvy, N.K. & Carlson, J.",None,None,None,None,0,280,None,None,None,None
82,carcharhinus_falciformis,Carcharhinus falciformis,39370,Carcharhinus falciformis,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Silky Shark,"(Bibron, 1839)",2021,2017-09-26,VU,A2bd,Decreasing,True,False,False,"Rigby, C.L., Sherman, C.S., Chin, A. & Simpfendorfer, C.","Lawson, J., Dulvy, N.K. & Kyne, P.M.",None,None,None,None,18,500,None,None,True,This amended assessment was created to correct the distribution map (to remove Japan and New Zealand from the distribution) and the information in the countries of occurrence and distribution text.
83,carcharhinus_galapagensis,Carcharhinus galapagensis,41736,Carcharhinus galapagensis,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Galapagos Shark,"(Snodgrass &amp; Heller, 1905)",2019,2018-12-07,LC,None,Unknown,True,False,False,"Kyne, P.M., Barreto, R., Carlson, J., Fernando, D., Fordham, S., Francis, M.P., Herman, K., Jabado, R.W., Liu, K.M., Pacoureau, N., Romanov, E. & Sherley, R.B.","Huveneers, C. & Rigby, C.L.",None,None,None,None,0,285,None,None,None,None
84,carcharhinus_limbatus,Carcharhinus limbatus,3851,Carcharhinus limbatus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Blacktip Shark,"(Valenciennes in Müller &amp; Henle, 1839)",2021,2020-11-18,VU,A2bd,Decreasing,True,False,False,"Rigby, C.L., Carlson, J., Chin, A., Derrick, D., Dicken, M. & Pacoureau, N.","Simpfendorfer, C. & Harry, A.V.",None,None,None,None,0,140,None,None,None,None
85,carcharhinus_melanopterus,Carcharhinus melanopterus,39375,Carcharhinus melanopterus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Blacktip Reef Shark,"(Quoy &amp; Gaimard, 1824)",2020,2020-07-15,VU,A2bcd,Decreasing,True,False,False,"Simpfendorfer, C., Yuneni, R.R., Tanay, D., Seyha, L., Haque, A.B., Fahmi, Bin Ali, A.,  , D., Bineesh, K.K., Gautama, D.A., Maung, A., Sianipar, A., Utzurrum, J.A.T. & Vo, V.Q.","Dulvy, N.K. & Carlson, J.",None,None,None,None,0,75,None,None,None,None
86,carcharhinus_obscurus,Carcharhinus obscurus,3852,Carcharhinus obscurus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Dusky Shark,"(Lesueur, 1818)",2019,2018-11-06,EN,A2bd,Decreasing,True,False,False,"Rigby, C.L., Barreto, R., Carlson, J., Fernando, D., Fordham, S., Francis, M.P., Herman, K., Jabado, R.W., Liu, K.M., Marshall, A., Pacoureau, N., Romanov, E., Sherley, R.B. & Winker, H.","Simpfendorfer, C., Dulvy, N.K. & Kyne, P.M.",None,None,None,None,0,500,None,None,None,None
87,carcharhinus_plumbeus,Carcharhinus plumbeus,3853,Carcharhinus plumbeus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Sandbar Shark,"(Nardo, 1827)",2021,2020-12-03,EN,A2bd,Decreasing,True,False,False,"Rigby, C.L., Derrick, D., Dicken, M., Harry, A.V., Pacoureau, N. & Simpfendorfer, C.","Carlson, J. & Dulvy, N.K.",None,None,None,None,0,280,None,None,None,None
88,carcharhinus_sorrah,Carcharhinus sorrah,161376,Carcharhinus sorrah,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,Spottail Shark,"(Valenciennes in Müller &amp; Henle, 1839)",2021,2020-10-29,NT,None,Decreasing,True,False,False,"Simpfendorfer, C., Derrick, D., Tanay, D., Seyha, L., Fahmi, Haque, A.B., Bin Ali, A., Maung, A.,  , D., Bineesh, K.K., Vo, V.Q., Utzurrum, J.A.T., Yuneni, R.R. & Fernando, D.","Dulvy, N.K. & Rigby, C.L.",None,None,None,None,0,140,None,None,None,None
89,centroberyx_affinis,Centroberyx affinis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,centrogenys_vaigiensis,Centrogenys vaigiensis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,centroscymnus_coelolepis,Centroscymnus coelolepis,41747,Centroscymnus coelolepis,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,Portuguese Dogfish,"Barbosa du Bocage &amp; de Brito Capello, 1864",2021,2019-11-21,NT,None,Decreasing,True,False,False,"Finucci, B., Cheok, J., Cotton, C.F., Kulka, D.W., Neat, F.C., Pacoureau, N., Rigby, C.L., Tanaka, S. & Walker, T.I.","Dureuil, M. & Dulvy, N.K.",None,None,None,None,128,3675,None,None,True,FAO Area 31 (Western Central Atlantic) was missing from the list for this species; this is incorrect and has now been added.
92,cephalopholis_argus,Cephalopholis argus,132781,Cephalopholis argus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Peacock Grouper,"Schneider, 1801",2018,2017-04-24,LC,None,Stable,True,False,False,"Choat, J.H., Samoilys, M., Liu, M. & Robinson, J.","Linardich, C.",None,None,None,None,1,40,None,None,None,None
93,cephalopholis_boenak,Cephalopholis boenak,39773,Cephalopholis boenak,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Brown-banded Seabass,"(Bloch, 1790)",2018,2016-11-16,LC,None,Stable,True,False,False,"Law, C. & Samoilys, M.","Linardich, C.",None,None,None,None,0,30,None,None,None,None
94,cephalopholis_cyanostigma,Cephalopholis cyanostigma,132808,Cephalopholis cyanostigma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Blue Spotted Hind,"(Valenciennes, 1828)",2018,2017-11-12,LC,None,Stable,True,False,False,"Choat, J.H.","Linardich, C.",None,None,None,None,1,50,None,None,None,None
95,cephalopholis_formosa,Cephalopholis formosa,132743,Cephalopholis formosa,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Bluelined Hind,"(Shaw, 1812)",2018,2017-11-02,LC,None,Stable,True,False,False,"Liu, M. & Ma, K.","Linardich, C.",None,None,None,None,10,30,None,None,None,None
96,cephalopholis_igarashiensis,Cephalopholis igarashiensis,132791,Cephalopholis igarashiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Garish Hind,"Katayama, 1957",2018,2016-11-17,LC,None,Unknown,True,False,False,"Rhodes, K., Samoilys, M., Choat, J.H., Myers, R.F., To, A., Ma, K., Nair, R., Suharti, S., Law, C., Amorim, P. & Russell, B.","Linardich, C.",None,None,None,None,64,250,None,None,None,None
97,cephalopholis_leopardus,Cephalopholis leopardus,132737,Cephalopholis leopardus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Leopard Hind,"(Lacepède, 1801)",2018,2017-11-02,LC,None,Unknown,True,False,False,"Samoilys, M.","Linardich, C.",None,None,None,None,1,40,None,None,None,None
98,cephalopholis_microprion,Cephalopholis microprion,132789,Cephalopholis microprion,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Freckled Hind,"(Bleeker, 1852)",2018,2017-03-15,LC,None,Unknown,True,False,False,"Sadovy, Y. & Leung Lap Boon, B.","Linardich, C.",None,None,None,None,0,30,None,None,None,None
99,cephalopholis_miniata,Cephalopholis miniata,132732,Cephalopholis miniata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Coral Hind,"(Forsskål, 1775)",2018,2017-11-12,LC,None,Stable,True,False,False,"Rocha, L.A.","Linardich, C.",None,None,None,None,1,120,None,None,None,None
100,cephalopholis_sexmaculata,Cephalopholis sexmaculata,132741,Cephalopholis sexmaculata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Six-blotch Hind,"(Rüppell, 1830)",2018,2017-10-16,LC,None,Unknown,True,False,False,"Sadovy, Y. & Leung Lap Boon, B.","Linardich, C.",None,None,None,None,6,150,None,None,None,None
101,cephalopholis_sonnerati,Cephalopholis sonnerati,132757,Cephalopholis sonnerati,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Tomato Hind,"(Valenciennes, 1828)",2018,2017-11-15,LC,None,Stable,True,False,False,"Sadovy, Y. & Leung Lap Boon, B.","Linardich, C.",None,None,None,None,10,100,None,None,None,None
102,cephalopholis_spiloparaea,Cephalopholis spiloparaea,132825,Cephalopholis spiloparaea,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Strawberry Hind,"(Valenciennes, 1828)",2018,2017-03-20,LC,None,Unknown,True,False,False,"Leung Lap Boon, B. & Sadovy, Y.","Linardich, C.",None,None,None,None,16,108,None,None,None,None
103,chascanopsetta_lugubris,Chascanopsetta lugubris,15601985,Chascanopsetta lugubris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Chascanopsetta,Pelican flounder,"Alcock, 1894",2015,2014-05-13,LC,None,Unknown,True,False,False,"Munroe, T., Adeofe, T.A., Camara, K., Camara, Y.H., Djiman, R., Cissoko, K., Mbye, E., Sagna, A., Sidibé, A, Sylla, M., Tous, P. & de Morais, L.","Weller, S., Strongin, K., Polidoro, B. & Carpenter, K.E.",None,None,None,None,120,1000,None,None,None,None
104,cheilinus_chlorourus,Cheilinus chlorourus,187384,Cheilinus chlorourus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,White-dotted maori wrasse,"(Bloch, 1791)",2010,2008-07-12,LC,None,Unknown,True,False,False,"Shea, S., Liu, M. & Sadovy, Y.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,2,30,None,None,None,None
105,cheilinus_fasciatus,Cheilinus fasciatus,187739,Cheilinus fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,Scarlet-breasted maori wrasse,"(Bloch, 1791)",2010,2008-07-12,LC,None,Unknown,True,False,False,"Shea, S. & Liu, M.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,4,40,None,None,None,None
106,cheilinus_oxycephalus,Cheilinus oxycephalus,187649,Cheilinus oxycephalus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,Point-head maori wrasse,"Bleeker, 1853",2010,2008-07-12,LC,None,Unknown,True,False,False,"To, A., Liu, M. & Sadovy, Y.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,1,40,None,None,None,None
107,cheilinus_trilobatus,Cheilinus trilobatus,154623,Cheilinus trilobatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,Tripletail Wrasse,"Lacepède, 1801",2010,2009-02-04,LC,None,Stable,True,False,False,"Allen, G.R., Kwok Ho, S., Min, L. &  Sadovy, Y.J. ","Collen, B., Richman, N., Beresford, A., Chenery, A. & Ram, M.",None,None,None,None,1,30,None,None,None,None
108,cheilinus_undulatus,Cheilinus undulatus,4592,Cheilinus undulatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,Humphead Wrasse,"Rüppell, 1835",2004,2004-04-30,EN,A2bd+3bd,Decreasing,True,False,False,"Russell, B. (Grouper & Wrasse Specialist Group)","Sadovy, Y. & Cornish, A. (Grouper & Wrasse Red List Authority)",None,None,None,None,None,None,None,None,None,None
109,cheilio_inermis,Cheilio inermis,187383,Cheilio inermis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilio,Sharp-nosed rainbowfish,"(Forsskål, 1775)",2010,2008-07-12,LC,None,Unknown,True,False,False,"Cheung, W.W.L., Sadovy, Y. & Liu, M.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,0,30,None,None,None,None
110,cheilodactylus_ephippium,Cheilodactylus ephippium,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,cheilodactylus_fuscus,Cheilodactylus fuscus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,cheilodactylus_spectabilis,Cheilodactylus spectabilis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,cheilodactylus_vestitus,Cheilodactylus vestitus,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,chelidonichthys_kumu,Chelidonichthys kumu,154895,Chelidonichthys kumu,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Chelidonichthys,Bluefin Gurnard,"(Cuvier, 1829)",2010,2009-02-04,LC,None,Unknown,True,True,False,"Acero, A., Fricke, R. & Murdy, E.","Collen, B., Richman, N., Beresford, A., Chenery, A. & Ram, M.",None,None,None,None,1,200,None,None,None,None
115,chirocentrus_dorab,Chirocentrus dorab,75150150,Chirocentrus dorab,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CHIROCENTRIDAE,Chirocentrus,Dorab Wolf Herring,"(Forsskål, 1775)",2017,2017-03-02,LC,None,Unknown,True,False,False,"Santos, M., Hata, H., Villarao, M.C., Tambihasan, A.M., Lanzuela, N., Gapuz, A.V., Deligero, R., Belga, P.B., Alcantara, M., Buccat, F.G.A., Doyola, M.C., Gatlabayan, L.V., Lopez, G., Villanueva, J.A. & Parido, L.","Birge, T.L.",None,None,None,None,0,120,None,None,None,None
116,chirocentrus_nudus,Chirocentrus nudus,98735314,Chirocentrus nudus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CHIROCENTRIDAE,Chirocentrus,Whitefin Wolf-Herring,"Swainson, 1839",2017,2017-03-02,LC,None,Unknown,True,False,False,"Santos, M., Hata, H., Villarao, M.C., Tambihasan, A.M., Lopez, G., Gatlabayan, L.V., Doyola, M.C., Buccat, F.G.A., Alcantara, M., Belga, P.B., Deligero, R., Gapuz, A.V., Lanzuela, N., Parido, L. & Villanueva, J.A.","Birge, T.L.",None,None,None,None,0,150,None,None,None,None
117,choerodon_anchorago,Choerodon anchorago,187578,Choerodon anchorago,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Orange-dotted tuskfish,"(Bloch, 1791)",2010,2008-06-12,LC,None,Unknown,True,False,False,"Shea, S. & Liu, M.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,1,25,None,None,None,None
118,choerodon_cauteroma,Choerodon cauteroma,44668,Choerodon cauteroma,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Bluespotted Tuskfish,"Gomon &amp; Allen, 1987",2004,2004-04-30,LC,None,Unknown,True,False,False,"Fairclough, D. & Cornish, A. (Grouper & Wrasse Specialist Group)","Sadovy, Y. & Russell, B. (Grouper & Wrasse Red List Authority)",None,None,None,None,None,None,None,None,None,None
119,choerodon_cyanodus,Choerodon cyanodus,44670,Choerodon cyanodus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Bluebone Groper,"(Richardson, 1843)",2004,2004-04-30,LC,None,Unknown,True,False,False,"Fairclough, D., Russell, B. & Kulbicki, M. (Grouper & Wrasse Specialist Group)","Sadovy, Y. & Cornish, A. (Grouper & Wrasse Red List Authority)",None,None,None,None,None,None,None,None,None,None
120,choerodon_fasciatus,Choerodon fasciatus,187511,Choerodon fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Harlequin tuskfish,"(Günther, 1867)",2010,2008-04-12,LC,None,Unknown,True,False,False,"To, A., Liu, M. & Sadovy, Y.","Craig, M.T. & Carpenter, K.E.",None,None,None,None,1,35,None,None,None,None
121,choerodon_graphicus,Choerodon graphicus,187488,Choerodon graphicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Graphic tuskfish,"(De Vis, 1885)",2010,2008-06-12,LC,None,Unknown,True,False,False,"To, A. & Liu, M.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,3,46,None,None,None,None
122,choerodon_jordani,Choerodon jordani,187612,Choerodon jordani,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Jordan's tuskfish,"(Snyder, 1908)",2010,2008-06-12,LC,None,Unknown,True,False,False,"Shea, S. & Liu, M.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,15,30,None,None,None,None
123,choerodon_rubescens,Choerodon rubescens,44671,Choerodon rubescens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Baldchin Tuskfish,"(Günther, 1862)",2004,2004-04-30,LC,None,Unknown,True,False,False,"Fairclough, D. & Cornish, A. (Grouper & Wrasse Specialist Group)","Sadovy, Y. & Russell, B. (Grouper & Wrasse Red List Authority)",None,None,None,None,None,None,None,None,None,None
124,choerodon_schoenleinii,Choerodon schoenleinii,44669,Choerodon schoenleinii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Blackspot Tuskfish,"(Valenciennes, 1839)",2004,2004-04-30,NT,None,Unknown,True,False,False,"Fairclough, D. & Nakazono, A. (Grouper & Wrasse Specialist Group)","Cornish, A. & Sadovy, Y. (Grouper & Wrasse Red List Authority)",None,None,None,None,None,None,None,None,None,None
125,choerodon_venustus,Choerodon venustus,187734,Choerodon venustus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Venus tuskfish,"(De Vis, 1884)",2010,2008-04-12,LC,None,Unknown,True,False,False,"Choat, J.H.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,10,95,None,None,None,None
126,choerodon_vitta,Choerodon vitta,187400,Choerodon vitta,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,Redstripe tuskfish,"Ogilby, 1910",2010,2008-05-12,LC,None,Stable,True,False,False,"Cabanban, A., Pollard, D., Choat, J.H. & Russell, B.","Sadovy, Y. & Carpenter, K.E.",None,None,None,None,10,40,None,None,None,None
